Gene Symbol,Pearson,Spearman
BCL2L13,0.555024372,0.541130853
MANF,0.55485745,0.522949121
VDAC1,0.554851903,0.505227043
CHMP6,0.554834359,0.531247577
CCDC58,0.554811648,0.547653906
SWSAP1,0.554785645,0.563806605
HLCS,0.554783522,0.533405086
ZMYND11,0.554744068,0.476157693
ZBTB34,0.554669484,0.58125137
ERMAP,0.55460149,0.370485036
SLC2A8,0.554532503,0.484150845
ELFN2,0.554492398,0.571189859
NPHP3,0.554396922,0.609611788
TMEM45B,0.55439542,0.590490217
SMYD2,0.554385733,0.526418619
CRELD1,0.554369586,0.597000731
PAICS,0.554352645,0.50461276
ELOVL5,0.554341098,0.395633013
VPS36,0.554297554,0.552230476
VANGL1,0.554276399,0.564078564
DLL1,0.554254685,0.467054889
DGCR2,0.554156547,0.557231908
TULP3,0.554107098,0.546187634
PDGFA,0.554092087,0.528682171
ZNF3,0.554019172,0.546612973
SAMD9L,0.553807803,0.631089676
LRRC25,0.553761751,0.50642863
SLC4A11,0.553759961,0.673184677
GPATCH11,0.553625183,0.536290795
SSR1,0.553451585,0.551626063
ZFP64,0.553435199,0.412901319
HPS4,0.553395253,0.410749114
FAM117B,0.553351462,0.568395597
FAM136A,0.553255671,0.537077857
IGSF21,0.553235613,-0.010727861
TRMT10A,0.553142798,0.539017685
MTTP,0.553111564,0.19183111
ENO1,0.553091864,0.642028986
HNRNPF,0.553015594,0.510022865
GLTSCR1L,0.553011827,0.537384132
TBC1D1,0.553003496,0.543058735
TMEM47,0.552959875,0.639730879
NFIL3,0.552952394,0.492449027
FDX1,0.552927198,0.489519256
EI24,0.552852033,0.537246585
CHD6,0.552809827,0.5468904
PATZ1,0.552797487,0.546714929
TP53BP2,0.55278315,0.427428402
NCOR2,0.552725419,0.541639622
RNF219,0.552695944,0.536240562
IFI44L,0.552580193,0.44842112
ACTL6B,0.5525644,0.291510678
FGFBP2,0.552416784,0.326971121
FUOM,0.552408898,0.72053819
KCTD20,0.552377409,0.537702504
KIAA0247,0.552245857,0.444276654
SCMH1,0.552173263,0.495415537
PRKAB1,0.552121974,0.542504412
SNAP23,0.552061846,0.51842519
LSM14A,0.552045064,0.558758933
PTRHD1,0.552012556,0.568640565
PPM1D,0.55194777,0.51980393
TEAD4,0.551895606,0.626597446
LUC7L,0.551813857,0.480440949
SOX12,0.551807657,0.595183685
CDYL,0.551726074,0.539077448
SECISBP2,0.551724163,0.560458552
GYS1,0.55166538,0.53934981
SUN2,0.551651592,0.56234076
YARS2,0.551640177,0.511892033
CEACAM7,0.551626675,0.305358196
ZNF503,0.551607817,0.585974346
GFPT1,0.551590037,0.534982622
COPG2,0.551546675,0.568438937
TSPAN3,0.551458341,0.574959748
KCNB2,0.551421277,0.624960674
ABHD3,0.551419225,0.421872541
GART,0.551295532,0.502236468
OGFR,0.551234344,0.557156957
RNF139,0.551225712,0.548375712
DBP,0.551088797,0.567458218
PPP4R1,0.551075611,0.558006002
CACNA2D2,0.550998109,0.460743106
DCUN1D4,0.550987429,0.506049084
SAMSN1,0.550937841,0.236674573
TRIQK,0.550926385,0.568306757
ANKIB1,0.550899049,0.539267796
GRAP2,0.550778992,0.452105875
IKZF2,0.550737584,0.694119621
PNMA1,0.550732368,0.681882968
RGS20,0.550722492,0.708790342
HOXB8,0.550704919,0.610512876
CDK16,0.550658075,0.553860668
MBLAC1,0.550632258,0.533491478
NUDT2,0.55059499,0.573510917
CREB3L1,0.550571179,0.531016731
PBK,0.550498695,0.552644541
TFAM,0.550472574,0.55398426
PEX12,0.550414473,0.36935649
GCNT1,0.550320187,0.610003486
CCPG1,0.550287619,0.557842209
MBD6,0.550248558,0.480942382
VAT1L,0.550247788,0.418990571
CDKN2D,0.550219598,0.457983934
EFR3B,0.550175115,0.610444063
ATP2C1,0.550131973,0.547280965
STRIP2,0.549961693,0.440757709
CLIC1,0.549928016,0.568321204
GCSAML,0.549827528,0.241790418
HLA-DQB2,0.549795334,0.49534132
ABCF1,0.549774512,0.558677389
MTMR9,0.54974102,0.496235651
MGAT5,0.549647662,0.528139739
CCSAP,0.549645715,0.540400478
RLBP1,0.549640353,0.438983375
IVNS1ABP,0.549565767,0.48783255
ZNF852,0.549540016,0.490196078
LSM1,0.549520393,0.526940313
SIX2,0.549513382,0.556781241
SUCLG2,0.549452576,0.478804898
SLC39A13,0.549424773,0.59577167
FABP2,0.549372542,0.165857128
TBPL1,0.549347686,0.497548428
SUGT1,0.549273843,0.494040471
PRODH,0.549247026,0.555823265
NDUFAF4,0.549246328,0.556759342
PI4KB,0.549160753,0.519984478
C10orf118,0.54915234,0.507124543
KDM4B,0.549080522,0.500407082
ACTR1B,0.548822467,0.544318197
KDM4A,0.54882093,0.494595992
UNC119B,0.548812515,0.523275288
CDCA7L,0.548771992,0.531414095
ZDHHC3,0.548720793,0.521869536
PRCC,0.548713042,0.51172871
EVA1B,0.548704099,0.633995967
DBX1,0.548695103,0.176851881
SHOC2,0.548634747,0.493765055
RPS6KC1,0.548632978,0.529888543
ARHGAP30,0.548562496,0.420449042
GPRASP2,0.548498867,0.623174206
TMPO,0.548469436,0.549586992
TMED4,0.548380661,0.533043425
WDR62,0.54830195,0.553937039
PUM2,0.548235843,0.528420435
ZNF496,0.548076049,0.526806911
KIAA1467,0.548036817,0.49603276
ASB8,0.547983153,0.277264957
RNF114,0.547977183,0.549054724
WT1,0.547947594,0.55883256
GSDMB,0.547937786,0.296402727
SPIN1,0.54790644,0.546157443
CBL,0.547879819,0.521187817
PLP1,0.547871176,0.411177974
MSTO1,0.547806572,0.52134644
TMED1,0.547799759,0.535675525
ST13,0.547767326,0.551223278
FAM73A,0.547762501,0.583133348
XPO7,0.547743321,0.523652702
JMJD4,0.547732422,0.491484838
ACAP2,0.547601141,0.512260978
DMGDH,0.547417954,0.45956718
ARFGAP2,0.547376541,0.558015637
RARRES2,0.54734012,0.617612456
TPCN1,0.547324068,0.566196331
LPIN2,0.547248352,0.543893183
CP,0.547184342,0.464230113
KLHL14,0.547178481,0.502486528
GYG2,0.547175294,0.759976927
OARD1,0.547168696,0.53588541
HEXIM1,0.547059935,0.518058594
ETNK1,0.547008675,0.520785032
SERPINA6,0.546991031,0.07195386
FLVCR1,0.546978744,0.552986938
PRR15L,0.546978191,0.615157037
PPM1E,0.546920285,0.473547636
CA9,0.546900614,0.543869599
GPR125,0.546833303,0.557498492
THSD7A,0.546786887,0.575964252
PRODH2,0.546769753,0.384665413
PAIP1,0.546636244,0.539856229
ZFYVE28,0.546632206,0.567567568
NME7,0.546591029,0.558526105
CBFB,0.546470201,0.593315505
PLEKHG1,0.546407209,0.561429904
SURF1,0.546370621,0.533970356
GLUD1,0.546358183,0.505030585
UBE2Q1,0.546330342,0.540995025
YWHAQ,0.546197967,0.536169593
CHD8,0.546183785,0.558035611
KLHL4,0.546182505,0.49332258
KRT8,0.546029135,0.577849707
TTLL4,0.545974409,0.488669302
PRKD1,0.545887264,0.601214239
R3HCC1,0.54588717,0.556795255
CDKAL1,0.545865263,0.481610765
RALA,0.545815723,0.555498347
BOK,0.545764745,0.520916414
SNPH,0.545734256,0.609868729
PSCA,0.545707935,0.457543891
MMP8,0.545702638,0.393193374
FAM49B,0.545691386,0.533283357
KHSRP,0.545626771,0.532178635
INPP4A,0.545553398,0.462794124
KIF3B,0.545552791,0.519790289
KISS1,0.54553877,0.324456982
RAD23A,0.545487588,0.527484567
SLC22A3,0.545475397,0.546952666
APLP1,0.545462143,0.58041958
TCTEX1D2,0.545451926,0.558128609
RNGTT,0.545364959,0.559249842
MYPN,0.545331612,0.545921491
ZNF787,0.545261377,0.432306239
SUCLA2,0.54521056,0.546562579
MYCL,0.545188153,0.342704354
CLEC2D,0.545138495,0.305567301
NUDT7,0.545098603,0.71117332
MCCC1,0.545043442,0.549522838
DEK,0.544943975,0.544633722
ARFGAP1,0.544943857,0.542997201
TBC1D5,0.544844095,0.546324056
ZC3H10,0.544814426,0.520947609
TCEA1,0.544787873,0.539432059
CGRRF1,0.544754527,0.572512702
STX4,0.544723553,0.534083523
KIF1A,0.544706074,0.370330173
CTTNBP2,0.544686649,0.519323666
PLIN4,0.544649313,0.458825251
RNF145,0.544640263,0.487991815
GOLGA1,0.544612276,0.522189845
HCCS,0.544602774,0.539181787
HOOK3,0.544600194,0.549889669
PITHD1,0.544584062,0.511355534
CLPP,0.544517709,0.55563488
SMEK1,0.544409988,0.515146979
SLC9A3,0.544381673,0.174751131
VHL,0.544329361,0.50211587
TYSND1,0.544241751,0.44696723
PRKACB,0.544182193,0.551874261
RAB3D,0.544168844,0.590321406
TBCE,0.544136319,0.515127709
TIMM17B,0.544065674,0.537145814
TAP2,0.543964971,0.525539025
BTD,0.543960666,0.525594484
RPAIN,0.543960016,0.546925293
SUV420H1,0.543959953,0.448433201
PRKG1,0.543948525,0.561349853
RNF214,0.543896976,0.520854121
NBL1,0.543830838,0.627913136
TMLHE,0.543821732,0.507886724
NDRG3,0.543752729,0.530291373
PEA15,0.543744365,0.563096041
HSPA5,0.543684826,0.553448231
ING1,0.54350955,0.549057892
ELMOD2,0.543502293,0.537790761
TMEM115,0.54343528,0.476144965
FCGBP,0.543403362,0.249120177
NT5DC1,0.543402737,0.502834301
SLC6A8,0.54339962,0.516168227
LONP1,0.543394995,0.544502593
HNRNPD,0.543391542,0.479242933
H6PD,0.543293254,0.552253741
GARS,0.543291304,0.538872765
ZNF629,0.543284295,0.576105251
ANO6,0.543271825,0.531170968
C2orf76,0.54319932,0.506924381
TMEM181,0.543155342,0.498092514
RECQL5,0.543012608,0.511082938
IDE,0.542850687,0.514096542
AKAP8L,0.542797518,0.537018403
ZNF286B,0.542774219,0.545630658
UBXN6,0.542672579,0.475583792
PIP,0.542620004,0.070255925
EMC10,0.542596181,0.346511584
FAM120A,0.542536355,0.467140343
C5orf28,0.542524615,0.491148933
BCL6,0.542469321,0.310119924
CHIC2,0.542425909,0.418132104
MSMO1,0.54205078,0.522164935
PRR12,0.542044592,0.557250486
ZNF706,0.541988398,0.544130593
GBP3,0.541915049,0.571376094
ZDHHC20,0.541900008,0.551951643
NKRF,0.541862844,0.55101695
ATAD2,0.541791783,0.500496549
BTBD10,0.541788363,0.534901996
HBQ1,0.541717724,0.463135405
EFTUD1,0.541668233,0.539793954
FRK,0.541630219,0.602009826
ITPR2,0.541604128,0.490929813
SRPK1,0.541596471,0.555445942
PDSS2,0.541530887,0.522810846
TRAFD1,0.541498465,0.537703889
PRTG,0.54147087,0.376470588
DUS1L,0.54143007,0.541671347
KIF3A,0.541340374,0.517742758
ADAT1,0.54132387,0.51476797
GTPBP1,0.541227388,0.509729589
CRKL,0.541220011,0.44939594
MAN1A1,0.541166278,0.617105987
C18orf25,0.541137842,0.514520707
PARL,0.541071951,0.481762103
MEIS1,0.541033077,0.560917321
KIAA1468,0.540717763,0.519501947
COL4A5,0.540553458,0.530116887
MAZ,0.540483,0.533329089
GOT1,0.540470257,0.530210769
RGL1,0.540383448,0.506715507
ATAT1,0.540380283,0.490613005
MINPP1,0.540334595,0.520381306
SC5D,0.540306778,0.539581885
CGA,0.540281187,0.427647079
CTCF,0.540264897,0.536558278
NKX3-1,0.540140432,0.608058608
SYNM,0.540032923,0.65521494
MAGEC2,0.53999226,0.500207847
TTC30A,0.539938135,0.423147143
ZNF436,0.539835372,0.494671366
POLI,0.539814076,0.577213044
HARS,0.539756061,0.544571917
COA3,0.539681052,0.505667192
ZNF330,0.539629795,0.539266412
GPD1,0.539610539,0.467120819
MTHFR,0.539566018,0.52367674
C11orf54,0.539559455,0.552083368
ACSM2B,0.539489116,0.255144675
NUDT11,0.539381145,0.701791316
PCBP1,0.539274607,0.544590247
PLEKHH2,0.539195662,0.191176471
ANKRD17,0.539109082,0.523685602
PCDH9,0.53899605,0.57895055
STAU1,0.538969577,0.529374414
WBSCR22,0.538957468,0.510466958
DNAJC21,0.538876791,0.518933489
ZNF738,0.53885537,0.57593776
OLFML2B,0.538837806,0.514464922
PSPC1,0.538732065,0.60463814
NANS,0.538687014,0.530027236
VWDE,0.53867585,0.504084321
AKTIP,0.538568117,0.52042379
PPP1R12A,0.538542523,0.511356239
PXDC1,0.53852217,0.580054335
DHX36,0.53850451,0.560162336
DEGS1,0.538491713,0.517171511
ZBTB44,0.538476147,0.501611598
ZNF746,0.538450064,0.543333509
ERLEC1,0.538412996,0.493040793
PMM2,0.538385342,0.529068448
SRPK2,0.538364732,0.551898425
GOT2,0.538341469,0.518688622
SLC39A3,0.538282969,0.512448541
ABCA1,0.538258137,0.531254527
GUK1,0.538219501,0.510977424
POLR1D,0.538212209,0.512035095
PCK1,0.538167307,0.32512821
TMCO4,0.538062646,0.529687683
DAAM2,0.538009827,0.471000049
ZNF710,0.538007593,0.52033543
SLC27A4,0.537960785,0.532637115
ACBD4,0.537863568,0.59573688
LY6D,0.537854081,0.508246334
LRIG1,0.53773375,0.551467066
VWA8,0.537665019,0.504675739
TTPAL,0.537464209,0.559671388
BCORL1,0.537462931,0.553390867
ARMC10,0.537383323,0.5339155
RNF121,0.537226108,0.498810842
THUMPD3,0.537181318,0.537074332
ZNF771,0.537143258,0.536418769
RGS17,0.537112954,0.713319239
IFRD2,0.537079046,0.518190721
LRP6,0.536954261,0.58213392
IRAK1,0.536949517,0.504443337
DONSON,0.536918059,0.454722493
DDX11,0.536865981,0.399607899
WWC2,0.536852569,0.590763324
PLCXD3,0.536829943,0.605376102
NUDT14,0.536811486,0.546953668
MTDH,0.536705802,0.49788667
NF1,0.536695874,0.468509201
TRIM25,0.536692194,0.493806414
RNH1,0.53668553,0.524796199
ZKSCAN1,0.536638229,0.534676421
MARK3,0.536596962,0.550314779
RAB21,0.536572864,0.530071416
EBF3,0.536536298,0.474681376
FARP2,0.536513725,0.504319678
CAD,0.536470635,0.543508085
KPNA5,0.536415779,0.562508384
PRDX1,0.536413079,0.476747263
NAAA,0.536407377,0.761971673
ARL3,0.536381295,0.523986398
RPA2,0.53632552,0.516592682
SNX29,0.536322569,0.539374139
ST6GALNAC1,0.536254268,0.382473996
ALG5,0.536182653,0.48745961
NHEJ1,0.53606356,0.558636029
MYBL2,0.536050677,0.542800092
CECR2,0.536042316,0.551505236
ZMPSTE24,0.536030694,0.476638929
SLC26A3,0.536004439,0.074039479
WTIP,0.535876682,0.465116279
FMO3,0.535872379,0.193380585
SMARCA4,0.535702408,0.255248545
KLF16,0.535648196,0.552811626
DLL3,0.535549942,0.354393726
PAX3,0.535538878,0.471821469
QRICH1,0.53552431,0.536246437
LANCL1,0.535502985,0.530752203
ALKBH3,0.535495781,0.546715364
LYAR,0.535470019,0.559071714
TRDMT1,0.535411426,0.495871217
DNAJB11,0.535405571,0.492378571
LEPROT,0.535392775,0.512064252
BTBD11,0.535378237,0.579664995
PPP2R5A,0.535283088,0.474656351
DENND5A,0.535256339,0.523194289
TSHZ3,0.535210361,0.507852092
VPS37A,0.535198924,0.506152461
NMRAL1,0.535151813,0.509823353
SUGP2,0.535134544,0.538205608
GIT1,0.535130351,0.537193711
WDHD1,0.535088368,0.527484097
MYC,0.535064086,0.490901507
LDLR,0.534998883,0.449439414
PDZD2,0.534937594,0.569067075
PTGES2,0.53492776,0.532974101
RPS6KB1,0.534915965,0.383443978
NLE1,0.534877826,0.512548615
PDCD6IP,0.534833694,0.545776278
STK24,0.53474412,0.531124673
TMX1,0.534713715,0.52758679
HDAC6,0.534680189,0.50787104
LARP1B,0.534656651,0.577371976
CYLD,0.534648563,0.528216402
UBA1,0.534565169,0.56444986
MYO1G,0.534541391,0.292304679
TIMM44,0.53437503,0.527618515
CEP85,0.534360974,0.529180325
PCGF2,0.534321831,0.527682904
ISOC2,0.534313784,0.514370952
PEX11B,0.534298486,0.512711508
RBM11,0.534267513,0.601430414
ARMCX1,0.534258624,0.695221772
SPICE1,0.534238406,0.540879116
PARS2,0.534183841,0.513965883
DNAJA3,0.534129293,0.514882607
TM9SF2,0.534125511,0.514092312
HSPD1,0.534057775,0.495581113
SAMD1,0.534044231,0.530359757
DYRK1B,0.53401398,0.445363455
RAPGEF1,0.533976574,0.530191241
TRAF3IP2,0.533955688,0.632071319
TPRG1L,0.533934119,0.480264565
METTL6,0.533924534,0.556364273
NCK2,0.533887763,0.582452525
TMEM92,0.53385886,0.601977149
IMPAD1,0.533830822,0.529204041
ZDHHC21,0.533803845,0.469993396
WWOX,0.533796874,0.595633045
APTX,0.533793334,0.516016704
C2,0.533790224,0.399815541
TMEM168,0.533769266,0.511085603
ARFGEF2,0.533668931,0.503221107
ZDHHC16,0.533616716,0.50733477
ADSS,0.533613717,0.533306152
LCOR,0.533449431,0.532664138
MGAT1,0.533449254,0.519959486
ATP1B3,0.533434302,0.516837314
FLT3,0.533404375,0.274002168
ATP6V0A1,0.533381045,0.418105829
ATG9A,0.533371745,0.490933485
SLC25A1,0.533367572,0.511835869
TRIP11,0.533287841,0.524660605
PSME2,0.533215332,0.516012239
ARL8A,0.533178197,0.516007139
SRF,0.53317563,0.520722169
NCF2,0.533164051,0.378132344
EPB41L4B,0.533147838,0.560564421
AGMO,0.532897192,0.400261179
CMTM5,0.532842587,0.428342346
BAK1,0.532780634,0.494804057
SLC6A9,0.532753916,0.623618758
AKR1A1,0.532727004,0.527287169
KMO,0.532617542,0.532619051
MANSC1,0.532539755,0.66280971
FRMD4A,0.532477418,0.522126191
HOXA11,0.532419151,0.562666755
CWF19L1,0.532413484,0.524175806
CNTN5,0.532388578,0.301371964
LPCAT3,0.532369022,0.507473381
DIAPH3,0.532326505,0.50735186
MYT1,0.532277203,0.552083765
ANKRD27,0.532214942,0.479752877
BCL11B,0.532194878,0.556988982
DNAJC25,0.532148633,0.535871476
CYTH1,0.532132821,0.426094113
SMARCAD1,0.531988691,0.542308659
CC2D1A,0.531983552,0.504523931
PDPK1,0.531979489,0.541041085
PAX8,0.531934115,0.281211221
CEBPG,0.531918258,0.572853599
PANK2,0.531910367,0.540651589
SPHK1,0.531907221,0.509446789
ANGPTL4,0.531831888,0.612336743
CUL5,0.531755243,0.486221645
FPGT,0.531683571,0.485491931
FOXJ3,0.531633292,0.514145985
ZFAND2B,0.531499347,0.518235712
CLVS2,0.531476827,0.462666005
JUN,0.531429186,0.515914792
SERINC1,0.531427182,0.491942416
FAM20B,0.531424625,0.522192096
VAC14,0.53139634,0.479003941
CLN5,0.53129393,0.54434867
SLC25A40,0.531292237,0.492492848
KIN,0.531251669,0.53218592
PIK3CG,0.531249227,0.387121721
GOLGA3,0.531223901,0.491042377
SIGLEC9,0.531197622,0.382618581
SERINC3,0.531182083,0.546348272
EYA3,0.53116101,0.486222795
GLO1,0.531091864,0.477773261
PFKL,0.531069693,0.50918463
KCTD9,0.531068494,0.428309054
PPM1B,0.531029419,0.49243591
UBE2K,0.530996726,0.489209869
ATAD3B,0.530972541,0.513544298
PRICKLE3,0.53095718,0.541477301
MANEA,0.530945712,0.477586345
EAF2,0.530934409,0.61070795
ITPA,0.530903409,0.523189523
HMGB1,0.53089709,0.521103453
IGSF11,0.530865771,0.490196078
SEC63,0.530852475,0.461442366
MDP1,0.530802604,0.544321645
ADAMTS15,0.530785039,0.574665377
SULT1A3,0.530741612,0.421886933
VTI1B,0.530726467,0.526078108
ZBTB12,0.530659753,0.481110705
TSC22D3,0.530631175,0.520894986
TDP1,0.530572733,0.573320534
NAGPA,0.530571044,0.487884349
NACAD,0.530565318,0.538362799
KIAA1324L,0.530520294,0.606221579
ABI1,0.53051015,0.535657769
PRKAR1A,0.530493137,0.461897085
RIPK4,0.530450788,0.510643573
SIRT3,0.530416163,0.499262344
JMJD1C,0.530403437,0.536046219
KDM3A,0.530320517,0.481642254
RPS6KA4,0.530275392,0.521060448
NIT1,0.530242317,0.510993404
AGPS,0.530144921,0.480957238
DCAF16,0.53007008,0.533126352
YRDC,0.529930989,0.533032615
TXLNA,0.529918192,0.521367355
MAST3,0.529894847,0.523732252
ACSS2,0.52985569,0.602199574
NOLC1,0.52983203,0.54641594
UPF3A,0.529821735,0.492399703
C6orf211,0.529818848,0.442815313
SLC25A35,0.529797785,0.555738326
KIT,0.529731528,0.369467696
EVI5L,0.529622644,0.543597123
TRIM63,0.529590915,0.295025098
POU3F3,0.529565502,0.542257271
GLA,0.529473404,0.486478027
G3BP2,0.529442347,0.477960553
CCAR2,0.529316382,0.520852946
ANGEL2,0.529268371,0.479026517
SELRC1,0.529257389,0.523149103
GMPR2,0.529212066,0.487790956
SPTAN1,0.529206113,0.4343204
SHH,0.529201004,0.2165836
SLC4A10,0.529129254,0.339723206
CACUL1,0.52879275,0.529414124
GNPTAB,0.528751794,0.443063705
RNF149,0.528727742,0.553793912
SPINK1,0.528675574,0.441339246
ZBTB39,0.528625403,0.544253394
PLEKHM2,0.528600073,0.544871843
ERCC4,0.528531002,0.518413065
P2RX7,0.528496181,0.484924799
ECT2,0.528472774,0.523945744
PARD3B,0.528472022,0.651604523
AGAP1,0.528471917,0.480325369
MCOLN1,0.52838413,0.518227912
SALL4,0.528357439,0.49909115
TMEM164,0.528340486,0.534588496
EDC4,0.528240034,0.536265707
CDK4,0.528212386,0.385735435
LATS2,0.528144417,0.57477574
SLC43A2,0.527931599,0.569384113
SEC24A,0.527919027,0.517434912
STRADB,0.527883779,0.314005602
PHF3,0.527860028,0.51753455
MDGA1,0.527670601,0.471393177
ID3,0.52765047,0.542330945
C14orf1,0.527644696,0.513542351
WNT7A,0.52760652,0.314926496
CDK8,0.527577048,0.493649414
FBLN7,0.527526116,0.549628403
PCTP,0.527432262,0.62035788
PSMF1,0.52741914,0.51799021
KIF5B,0.527379679,0.522324968
WDR54,0.527313512,0.517124548
NVL,0.527276746,0.510596963
RAB3A,0.527223047,0.471139384
ERN1,0.527220596,0.431313888
ZC3H12D,0.527162228,0.463144521
SCOC,0.5271463,0.57752809
PPP5C,0.527142154,0.532585886
PRDX5,0.527135937,0.497206823
DAZAP2,0.526967451,0.56990227
KLHDC7B,0.526965762,0.282129435
NXF2,0.526914282,0.411096749
RBM38,0.526866827,0.498207398
COIL,0.526816507,0.504095296
PRMT3,0.526775646,0.49166418
MUTYH,0.5267689,0.515722763
USP25,0.526766657,0.51568204
SEMA6D,0.526702118,0.356236786
TRIP13,0.526630952,0.496942217
EDEM1,0.526630564,0.46746832
SEC62,0.526578078,0.504015632
UBE2H,0.526465995,0.508676566
PKN3,0.526407211,0.508636925
C9orf89,0.526392914,0.510185718
GANAB,0.526350238,0.542418168
CTDSP1,0.526310133,0.470342292
CDIPT,0.526266875,0.50434193
FKBP2,0.526187312,0.481706409
STRN4,0.526049754,0.518287716
DDX3X,0.525963522,0.523639073
UBE2G1,0.525818652,0.485249461
CHMP2B,0.525766877,0.451197428
FOXJ2,0.525738299,0.549348473
AP2A2,0.525712898,0.497715357
AARSD1,0.525644488,0.50787625
EMX1,0.52561728,0.497305767
MIA3,0.525612812,0.479197579
ZNF263,0.525426835,0.525283798
RER1,0.525380926,0.516802064
NCOA7,0.525359449,0.549972623
RASSF3,0.525316699,0.496166315
AP1AR,0.52527322,0.544740601
MR1,0.525246735,0.525850233
ANKRD16,0.525224783,0.509218102
DHODH,0.525188099,0.53260868
USP5,0.525184099,0.512044076
TRADD,0.52517919,0.449605792
XRN2,0.525089038,0.504118796
PDCD2L,0.52506846,0.536736406
CKM,0.524995773,0.387879562
MCCC2,0.524990373,0.548622799
PDCD2,0.524984071,0.51226705
DNAJC17,0.524847021,0.517525386
TRPV4,0.524804088,0.608699769
WWP2,0.524800542,0.512368372
ANGPT1,0.524774281,0.471620227
NUDC,0.524706724,0.508452849
PEBP1,0.524680739,0.540687414
MESDC1,0.524676116,0.489381507
SMPD2,0.524622709,0.497922421
GIGYF2,0.524618404,0.518073399
CTBS,0.524581749,0.494815565
ADNP2,0.524564389,0.485679131
FAM126A,0.524534251,0.506668539
UCK2,0.524507234,0.46012797
ARHGEF3,0.524497961,0.518157182
MVK,0.524495413,0.519228175
RWDD2B,0.524483578,0.48368895
GPR155,0.524426907,0.511117826
SESTD1,0.524357279,0.562131096
SCYL3,0.524277408,0.516712205
KLK5,0.524240047,0.547906524
GOLGA2,0.52422176,0.515412761
ARL2,0.524196903,0.529280885
SPPL2A,0.524151888,0.531178744
KIAA0930,0.524103591,0.562057417
KIAA1430,0.524058309,0.536569316
GRIPAP1,0.524020269,0.543557904
CLASP1,0.52401569,0.512747658
SPRED1,0.523993462,0.569017314
ZC3H7A,0.523886029,0.5142413
SH3BGRL3,0.523748269,0.491272674
SERPING1,0.523729524,0.469217172
TIA1,0.523690958,0.508675861
GPR180,0.523671633,0.621503652
TROVE2,0.523660028,0.48269033
PTPLB,0.523648517,0.573858831
FEN1,0.523613136,0.558877841
B4GALT7,0.523572285,0.529034521
C1RL,0.523571097,0.504452196
FLOT1,0.523561448,0.456559594
CST7,0.52355779,0.53184317
TRIM56,0.523441781,0.40334824
HS2ST1,0.523390193,0.471172189
RBM27,0.523367097,0.515186459
MAB21L1,0.523340071,0.305253236
ART3,0.523334337,0.292770022
ADM,0.523271045,0.633579126
FABP4,0.523253631,0.271780465
NUDT1,0.523248263,0.510609418
NMT2,0.523193402,0.533237063
COG3,0.523106716,0.494683189
IRAK2,0.523103138,0.648425499
CALB1,0.523009235,0.419519647
UPF3B,0.522954307,0.585291526
GIPC3,0.52292238,0.686501672
KPNA6,0.522864264,0.497168989
ILKAP,0.522727667,0.52172643
GRK6,0.522698671,0.431525655
HMBOX1,0.522684653,0.5044317
PI3,0.522643164,0.469578702
CBLB,0.522623213,0.441374604
SLC45A2,0.522591578,0.401002254
ALG12,0.522564255,0.511108162
GINM1,0.52251811,0.532310337
PKM,0.522411499,0.506894818
TBCB,0.522376712,0.488361999
EGLN1,0.522374756,0.539059118
RCC1,0.52230948,0.500530859
ZNF444,0.522273034,0.472190523
ALG6,0.522254085,0.520939148
LRP5,0.522225526,0.494300203
ARPC5L,0.522026276,0.516562367
POLR3G,0.522013021,0.541580527
ZDHHC5,0.521999474,0.537024513
SEPT1,0.521934427,0.586584245
NKAP,0.521876024,0.49521791
GON4L,0.521847864,0.463014027
SIK3,0.5218315,0.484604079
KMT2A,0.521829992,0.517069726
YTHDF3,0.521816712,0.540264184
SHPRH,0.521811214,0.502566292
PRTN3,0.521804821,0.324954738
TTC5,0.52180276,0.521552297
TSNARE1,0.521754838,0.31125192
DPAGT1,0.521712744,0.533716613
TMOD3,0.521691627,0.514850648
ZBTB18,0.521682688,0.521643877
PAX7,0.521647364,0.129870015
POC1A,0.52161475,0.527795064
CTSG,0.521608458,0.15655732
HTATSF1,0.521599612,0.517148685
SLC38A9,0.521457919,0.523480881
HSPA9,0.521457012,0.507171409
PARP4,0.521379148,0.523441675
UFL1,0.521300309,0.491510256
HSF1,0.521262909,0.51673274
FBXL12,0.521141257,0.42672884
E2F8,0.521130596,0.441482227
MARK2,0.521120367,0.543023991
APOA2,0.521106169,0.198545161
SULT2A1,0.52102945,0.272870453
STOML2,0.52099739,0.502836416
MAPK1,0.520989622,0.466797012
IARS2,0.520871887,0.506328474
RGL2,0.520852042,0.499322578
RAB6A,0.520832356,0.530813772
NDUFAF2,0.520806513,0.526150018
RYBP,0.520795005,0.496858323
ASPSCR1,0.520707896,0.551993364
RB1CC1,0.520671312,0.496347909
ZBTB5,0.52064814,0.544699988
HDAC5,0.520610336,0.485844287
LDHA,0.52055382,0.485996752
RCOR3,0.520544748,0.530633529
RRAGC,0.5205354,0.503137923
ABHD4,0.520485701,0.49436656
EIF2A,0.520481828,0.488461168
IPO7,0.520475697,0.513015554
STK38L,0.520461556,0.457663948
TEX264,0.520327973,0.538151794
MFAP5,0.520318253,0.401054018
CDS2,0.52025092,0.536569088
C18orf32,0.520242287,0.530307226
NAGK,0.520228371,0.518459969
NACC2,0.520192513,0.486027223
